loser_age,loser_hand,loser_ioc,loser_rank,loser_rank_points,surface,tourney_level,winner_age,winner_hand,winner_ioc,winner_rank,winner_rank_points,year,games,id
29.35523614,U,POR,718,14,Carpet,D,24.36687201,R,GBR,135,262,2008,2,25936
20.62422998,R,POR,650,18,Carpet,D,21.7412731,R,GBR,123,286,2008,2,25937
22.72142368,U,KAZ,NA,NA,NA,D,22.88569473,L,KOR,376,55,2008,3,25938
15.36481862,R,SIN,NA,NA,NA,D,18.70225873,R,PHI,NA,NA,2008,2,25941
14.55441478,NA,TKM,NA,NA,NA,D,14.32169747,U,SYR,NA,NA,2008,2,25942
18.34086242,R,SYR,NA,NA,NA,D,14.88021903,U,TKM,NA,NA,2008,2,25943
22.90759754,R,UKR,59,517,Clay,D,27.8275154,R,ITA,22,1166,2008,3,25944
20.81587953,R,ITA,36,755,Clay,D,23.68788501,R,UKR,19,1206,2008,2,25945
23.68788501,R,UKR,19,1206,Clay,D,27.8275154,R,ITA,22,1166,2008,2,25946
21.70294319,R,UKR,48,616,Clay,D,20.98015058,R,ITA,61,505,2008,2,25947
32.79671458,R,JPN,37,752,Hard,D,24.94455852,R,FRA,28,1015,2008,2,25949
32.79671458,R,JPN,37,752,Hard,D,28.79671458,R,FRA,21,1176,2008,2,25950
24.31485284,R,JPN,82,404,Hard,D,24.94455852,R,FRA,28,1015,2008,2,25951
18.57905544,R,GER,103,341,Clay,D,23.22245038,R,ARG,47,637,2008,2,25952
26.24229979,R,ARG,158,198,Clay,D,25.52772074,R,GER,72,451,2008,2,25953
20.25735797,L,GER,79,412,Clay,D,19.61670089,R,ARG,189,163,2008,2,25955
20.97467488,R,ISR,18,1245,Hard,D,18.12183436,L,CZE,100,347,2008,3,25956
21.21013005,L,CZE,40,715,Hard,D,35.00616016,R,ISR,98,353,2008,3,25957
18.12183436,L,CZE,100,347,Hard,D,35.00616016,R,ISR,98,353,2008,2,25959
18.69130732,R,COL,169,180,Hard,D,18.50239562,R,BEL,130,297,2008,2,25961
14.91307324,R,COL,957,5,Hard,D,18.50239562,R,BEL,130,297,2008,2,25962
18.69130732,R,COL,169,180,Hard,D,22.27789185,R,BEL,192,160,2008,2,25963
31.78370979,R,SUI,140,269,Hard,D,27.9835729,L,AUT,24,1125,2008,2,25964
17.3744011,R,AUT,46,640,Hard,D,29.35249829,L,SUI,12,1965,2008,3,25965
29.35249829,L,SUI,12,1965,Hard,D,27.9835729,L,AUT,24,1125,2008,2,25966
17.3744011,R,AUT,46,640,Hard,D,18.11635866,R,SUI,200,150,2008,3,25967
23.8275154,R,UZB,67,465,Clay,D,19.54551677,R,SVK,167,186,2008,2,25968
26.28610541,R,UZB,327,67,Clay,D,18.9596167,R,SVK,31,935,2008,2,25969
23.8275154,R,UZB,67,465,Clay,D,18.9596167,R,SVK,31,935,2008,2,25970
19.10472279,R,UZB,364,57,Clay,D,17.9137577,R,SVK,448,41,2008,3,25971
26.7926078,L,CRO,152,226,Hard,D,23.31279945,R,SRB,268,97,2008,2,25972
20.13415469,R,SRB,273,94,Hard,D,23.72073922,R,CRO,243,112,2008,2,25975
19.92060233,R,LAT,NA,NA,Clay,D,15.34565366,U,NOR,NA,NA,2008,2,25976
22.25051335,NA,MRI,NA,NA,Clay,D,19.92060233,R,LAT,NA,NA,2008,2,25978
21.99589322,R,MRI,256,104,Clay,D,18.02327173,U,LAT,222,128,2008,2,25979
20.5065024,NA,ISL,NA,NA,Clay,D,19.92060233,R,LAT,NA,NA,2008,2,25980
17.50308008,NA,ISL,NA,NA,Clay,D,18.02327173,U,LAT,222,128,2008,2,25981
16.94729637,R,ZIM,NA,NA,Clay,D,22.26146475,R,LAT,357,59,2008,2,25982
22.18480493,NA,ZIM,NA,NA,Clay,D,18.02327173,U,LAT,222,128,2008,2,25983
19.01984942,R,NOR,NA,NA,Clay,D,21.99589322,R,MRI,256,104,2008,2,25985
20.5065024,NA,ISL,NA,NA,Clay,D,15.34565366,U,NOR,NA,NA,2008,2,25986
17.50308008,NA,ISL,NA,NA,Clay,D,19.01984942,R,NOR,NA,NA,2008,2,25987
16.76659822,U,ZIM,NA,NA,Clay,D,17.52224504,U,NOR,NA,NA,2008,2,25988
16.94729637,R,ZIM,NA,NA,Clay,D,15.34565366,U,NOR,NA,NA,2008,2,25989
27.56741958,U,ISL,NA,NA,Clay,D,22.25051335,NA,MRI,NA,NA,2008,3,25990
32.33127995,NA,ISL,NA,NA,Clay,D,21.99589322,R,MRI,256,104,2008,2,25991
16.76659822,U,ZIM,NA,NA,Clay,D,22.25051335,NA,MRI,NA,NA,2008,2,25992
22.18480493,NA,ZIM,NA,NA,Clay,D,21.99589322,R,MRI,256,104,2008,2,25993
16.76659822,U,ZIM,NA,NA,Clay,D,27.56741958,U,ISL,NA,NA,2008,2,25994
22.18480493,NA,ZIM,NA,NA,Clay,D,32.33127995,NA,ISL,NA,NA,2008,3,25995
14.77891855,U,FIN,NA,NA,Clay,D,20.72005476,R,EGY,NA,NA,2008,3,25996
18.2477755,R,MNE,NA,NA,Clay,D,14.77891855,U,FIN,NA,NA,2008,3,25998
19.07186858,L,MAR,930,6,Clay,D,22.07255305,L,FIN,300,79,2008,2,26003
17.04859685,U,FIN,NA,NA,Clay,D,19.76728268,U,ARM,NA,NA,2008,2,26004
28.72279261,R,ARM,896,7,Clay,D,22.07255305,L,FIN,300,79,2008,2,26005
20.72005476,R,EGY,NA,NA,Clay,D,16.26830938,NA,MNE,NA,NA,2008,3,26006
17.44832307,U,MNE,NA,NA,Clay,D,20.32306639,R,EGY,NA,NA,2008,3,26007
20.72005476,R,EGY,NA,NA,Clay,D,15.81930185,U,MDA,NA,NA,2008,2,26008
15.00068446,U,MDA,NA,NA,Clay,D,20.32306639,R,EGY,NA,NA,2008,2,26009
20.28199863,R,EGY,NA,NA,Clay,D,28.55030801,U,MAR,993,4,2008,2,26010
20.32306639,R,EGY,NA,NA,Clay,D,19.07186858,L,MAR,930,6,2008,2,26011
20.72005476,R,EGY,NA,NA,Clay,D,19.76728268,U,ARM,NA,NA,2008,2,26012
15.00068446,U,MDA,NA,NA,Clay,D,17.44832307,U,MNE,NA,NA,2008,3,26015
18.2477755,R,MNE,NA,NA,Clay,D,17.98220397,R,MAR,NA,NA,2008,2,26016
17.44832307,U,MNE,NA,NA,Clay,D,19.07186858,L,MAR,930,6,2008,2,26017
19.37850787,R,ARM,NA,NA,Clay,D,17.44832307,U,MNE,NA,NA,2008,2,26019
15.00068446,U,MDA,NA,NA,Clay,D,17.98220397,R,MAR,NA,NA,2008,2,26021
15.81930185,U,MDA,NA,NA,Clay,D,19.76728268,U,ARM,NA,NA,2008,2,26022
15.00068446,U,MDA,NA,NA,Clay,D,28.72279261,R,ARM,896,7,2008,2,26023
19.76728268,U,ARM,NA,NA,Clay,D,17.98220397,R,MAR,NA,NA,2008,3,26024
17.32511978,R,ARM,NA,NA,Clay,D,19.07186858,L,MAR,930,6,2008,2,26025
16.5119781,NA,PAN,NA,NA,Clay,D,19.98083504,R,CHI,544,27,2008,2,26028
17.97399042,NA,PAN,NA,NA,Clay,D,22.98699521,R,CHI,528,29,2008,2,26029
16.5119781,NA,PAN,NA,NA,Clay,D,22.97878166,U,CUB,NA,NA,2008,2,26030
17.97399042,NA,PAN,NA,NA,Clay,D,30.94592745,U,CUB,NA,NA,2008,2,26031
14.60643395,R,ECU,NA,NA,Clay,D,17.01848049,R,BOL,NA,NA,2008,2,26033
17.3908282,NA,HON,NA,NA,Clay,D,14.13826146,R,BOL,NA,NA,2008,2,26034
16.09308693,R,HON,NA,NA,Clay,D,17.01848049,R,BOL,NA,NA,2008,2,26035
17.3908282,NA,HON,NA,NA,Clay,D,14.60643395,R,ECU,NA,NA,2008,2,26036
16.09308693,R,HON,NA,NA,Clay,D,17.25119781,U,ECU,NA,NA,2008,2,26037
20.18069815,R,VEN,557,26,Clay,D,17.3798768,R,GUA,NA,NA,2008,2,26038
28.10130048,R,GUA,NA,NA,Clay,D,27.55646817,R,VEN,101,345,2008,2,26039
15.76728268,R,BAR,NA,NA,Clay,D,17.62902122,R,VEN,655,18,2008,2,26040
15.76728268,R,BAR,NA,NA,Clay,D,17.3798768,R,GUA,NA,NA,2008,2,26042
17.63175907,NA,BER,NA,NA,Clay,D,20.99383984,U,DOM,NA,NA,2008,2,26044
15.72621492,NA,TRI,NA,NA,Clay,D,20.99383984,U,DOM,NA,NA,2008,2,26046
18.00136893,NA,TRI,NA,NA,Clay,D,17.62628337,R,DOM,NA,NA,2008,2,26047
20.99383984,U,DOM,NA,NA,Clay,D,24.07665982,R,BAH,NA,NA,2008,3,26048
17.62628337,R,DOM,NA,NA,Clay,D,23.14579055,R,BAH,NA,NA,2008,2,26049
19.56468172,NA,BER,NA,NA,Clay,D,15.72621492,NA,TRI,NA,NA,2008,2,26050
19.92881588,NA,BER,NA,NA,Clay,D,18.00136893,NA,TRI,NA,NA,2008,2,26051
17.63175907,NA,BER,NA,NA,Clay,D,24.07665982,R,BAH,NA,NA,2008,2,26052
19.92881588,NA,BER,NA,NA,Clay,D,23.14579055,R,BAH,NA,NA,2008,2,26053
15.51540041,NA,TRI,NA,NA,Clay,D,24.07665982,R,BAH,NA,NA,2008,2,26054
15.72621492,NA,TRI,NA,NA,Clay,D,23.14579055,R,BAH,NA,NA,2008,2,26055
24.07665982,R,BAH,NA,NA,Clay,D,28.13141684,U,BOL,NA,NA,2008,2,26056
17.01848049,R,BOL,NA,NA,Clay,D,23.14579055,R,BAH,NA,NA,2008,2,26057
18.87200548,NA,GUA,NA,NA,Clay,D,26.80355921,U,CUB,NA,NA,2008,2,26060
20.99383984,U,DOM,NA,NA,Clay,D,14.60643395,R,ECU,NA,NA,2008,2,26062
17.62628337,R,DOM,NA,NA,Clay,D,17.25119781,U,ECU,NA,NA,2008,2,26063
15.51540041,NA,TRI,NA,NA,Clay,D,17.3908282,NA,HON,NA,NA,2008,2,26066
25.29774127,R,AUT,104,664,Hard,G,23.89048597,R,SRB,1,9200,2009,2,26068
33.34428474,R,PAR,98,724,Hard,G,23.02532512,R,BEL,110,612,2009,2,26069
20.41889117,R,UKR,147,428,Hard,G,29.91101985,R,FRA,69,908,2009,2,26070
22.22039699,R,CAN,128,518,Hard,G,33.54414784,R,JPN,26,2050,2009,2,26071
28.73100616,L,AUT,27,2014,Hard,G,21.95756331,L,CZE,60,1010,2009,2,26072
24.23545517,R,CRO,167,368,Hard,G,21.35249829,R,BUL,44,1256,2009,2,26074
23.00889802,R,POL,61,1002,Hard,G,22.17932923,R,IND,108,628,2009,2,26077
22.71868583,R,GBR,160,386,Hard,G,21.31964408,R,ROU,51,1166,2009,2,26081
21.2128679,R,RUS,70,896,Hard,G,22.73237509,R,RUS,3,7754,2009,2,26083
21.85352498,R,FRA,83,834,Hard,G,20.61875428,L,RUS,49,1186,2009,3,26084
38.31074606,R,JPN,184,317,Hard,G,23.61122519,R,EST,28,1934,2009,3,26085
34.54620123,R,USA,65,974,Hard,G,23.72895277,R,FRA,87,778,2009,3,26087
24.91991786,R,GER,162,382,Hard,G,21.36344969,R,GER,385,114,2009,4,26088
21.72210815,R,ISR,42,1376,Hard,G,18.52703628,R,DEN,12,3350,2009,2,26090
19.43874059,R,COL,109,626,Hard,G,35.32922656,R,ESP,105,659,2009,2,26091
24.92539357,R,SWE,64,978,Hard,G,19.51540041,R,RUS,31,1732,2009,2,26094
20.21355236,R,GER,107,636,Hard,G,21.20465435,R,SRB,5,6732,2009,2,26097
25.9192334,R,ITA,79,846,Hard,G,20.37782341,R,ESP,46,1222,2009,2,26099
17.32511978,R,USA,173,352,Hard,G,24.57494867,R,UZB,84,814,2009,2,26100
17.04859685,R,AUS,580,51,Hard,G,26.47227926,R,ESP,23,2172,2009,2,26102
22.46954141,R,RUS,63,990,Hard,G,26.13278576,R,FRA,93,752,2009,3,26103
16.69267625,R,USA,374,118,Hard,G,18.42847365,R,AUS,136,467,2009,3,26104
27.56194387,R,ITA,125,522,Hard,G,26.89938398,R,ITA,13,3240,2009,3,26105
15.68514716,R,FRA,999,10,Hard,G,30.09993155,L,SUI,15,3050,2009,3,26106
23.04175222,R,TPE,82,838,Hard,G,19.42505133,R,TPE,75,872,2009,2,26107
24.85420945,R,RSA,186,310,Hard,G,19.70704997,R,SVK,19,2604,2009,2,26108
27.3045859,R,GER,88,768,Hard,G,27.26351814,R,RUS,4,7596,2009,3,26110
26.69130732,R,AUS,99,708,Hard,G,23.56468172,R,RUS,8,5190,2009,3,26111
19.74264203,R,CZE,52,1140,Hard,G,29.43463381,R,FRA,96,730,2009,2,26112
17.62080767,R,AUS,367,121,Hard,G,24.43531828,R,UKR,34,1626,2009,3,26113
18.7871321,R,ROU,37,1506,Hard,G,26.24503765,L,HUN,89,766,2009,2,26115
19.87405886,R,POL,10,4472,Hard,G,22.45037645,R,UKR,59,1028,2009,3,26116
17.54962355,R,RUS,43,1320,Hard,G,31.55646817,R,ITA,54,1140,2009,3,26117
20.40793977,R,BLR,47,1190,Hard,G,29.54414784,R,FRA,22,2220,2009,2,26119
28.57494867,R,ITA,32,1704,Hard,G,23.03080082,R,CHN,41,1410,2009,2,26120
22.21765914,R,BLR,103,668,Hard,G,23.96988364,R,ARG,45,1230,2009,3,26122
23.02532512,R,BEL,110,612,Hard,G,23.89048597,R,SRB,1,9200,2009,2,26124
29.91101985,R,FRA,69,908,Hard,G,33.54414784,R,JPN,26,2050,2009,3,26125
20.8733744,R,NZL,68,926,Hard,G,21.95756331,L,CZE,60,1010,2009,3,26126
21.35249829,R,BUL,44,1256,Hard,G,24.29842574,R,FRA,17,2820,2009,2,26127
22.17932923,R,IND,108,628,Hard,G,26.61738535,R,RUS,11,3882,2009,2,26128
21.5633128,R,ITA,81,840,Hard,G,24.08761123,R,KAZ,95,736,2009,2,26129
23.72895277,R,FRA,87,778,Hard,G,25.74401095,R,SVK,21,2372,2009,3,26132
21.36344969,R,GER,385,114,Hard,G,18.99247091,R,FRA,16,3032,2009,2,26133
35.32922656,R,ESP,105,659,Hard,G,18.52703628,R,DEN,12,3350,2009,2,26134
21.87816564,R,RUS,18,2724,Hard,G,25.77412731,R,AUS,187,307,2009,3,26135
25.84257358,R,FRA,106,654,Hard,G,19.51540041,R,RUS,31,1732,2009,3,26136
28.79123888,R,ITA,169,364,Hard,G,21.20465435,R,SRB,5,6732,2009,2,26137
24.57494867,R,UZB,84,814,Hard,G,26.43942505,L,ESP,92,754,2009,2,26139
26.13278576,R,FRA,93,752,Hard,G,26.47227926,R,ESP,23,2172,2009,2,26140
18.42847365,R,AUS,136,467,Hard,G,26.89938398,R,ITA,13,3240,2009,2,26141
30.09993155,L,SUI,15,3050,Hard,G,25.69199179,R,FRA,56,1124,2009,2,26142
19.42505133,R,TPE,75,872,Hard,G,19.70704997,R,SVK,19,2604,2009,2,26143
19.32648871,R,GER,58,1072,Hard,G,24.80766598,R,AUS,48,1188,2009,2,26144
29.43463381,R,FRA,96,730,Hard,G,24.43531828,R,UKR,34,1626,2009,3,26145
26.24503765,L,HUN,89,766,Hard,G,25.54414784,R,CHN,24,2108,2009,3,26146
31.55646817,R,ITA,54,1140,Hard,G,19.4715948,R,BLR,14,3066,2009,2,26147
19.44969199,R,KAZ,135,468,Hard,G,23.03080082,R,CHN,41,1410,2009,2,26149
33.54414784,R,JPN,26,2050,Hard,G,23.89048597,R,SRB,1,9200,2009,2,26151
21.95756331,L,CZE,60,1010,Hard,G,24.29842574,R,FRA,17,2820,2009,3,26152
24.08761123,R,KAZ,95,736,Hard,G,26.61738535,R,RUS,11,3882,2009,2,26153
23.61122519,R,EST,28,1934,Hard,G,22.73237509,R,RUS,3,7754,2009,2,26155
25.74401095,R,SVK,21,2372,Hard,G,18.99247091,R,FRA,16,3032,2009,3,26156
18.52703628,R,DEN,12,3350,Hard,G,25.77412731,R,AUS,187,307,2009,3,26157
26.43942505,L,ESP,92,754,Hard,G,20.37782341,R,ESP,46,1222,2009,2,26159
26.89938398,R,ITA,13,3240,Hard,G,26.47227926,R,ESP,23,2172,2009,2,26160
25.69199179,R,FRA,56,1124,Hard,G,19.70704997,R,SVK,19,2604,2009,2,26161
24.80766598,R,AUS,48,1188,Hard,G,27.26351814,R,RUS,4,7596,2009,2,26162
22.45037645,R,UKR,59,1028,Hard,G,25.54414784,R,CHN,24,2108,2009,2,26163
29.54414784,R,FRA,22,2220,Hard,G,19.4715948,R,BLR,14,3066,2009,2,26164
23.03080082,R,CHN,41,1410,Hard,G,27.3155373,R,USA,2,7932,2009,2,26165
26.61738535,R,RUS,11,3882,Hard,G,24.36687201,R,RUS,7,5744,2009,2,26167
18.99247091,R,FRA,16,3032,Hard,G,22.73237509,R,RUS,3,7754,2009,3,26168
19.70704997,R,SVK,19,2604,Hard,G,27.26351814,R,RUS,4,7596,2009,2,26170
25.54414784,R,CHN,24,2108,Hard,G,23.56468172,R,RUS,8,5190,2009,2,26171
19.4715948,R,BLR,14,3066,Hard,G,27.3155373,R,USA,2,7932,2009,3,26172
24.29842574,R,FRA,17,2820,Hard,G,24.36687201,R,RUS,7,5744,2009,2,26173
25.77412731,R,AUS,187,307,Hard,G,22.73237509,R,RUS,3,7754,2009,3,26174
27.26351814,R,RUS,4,7596,Hard,G,27.3155373,R,USA,2,7932,2009,2,26177
18.83093771,L,CZE,48,1164,Hard,I,21.16632444,R,SRB,5,6912,2009,2,26179
23.58932238,R,GER,72,876,Hard,I,25.88090349,R,ITA,82,806,2009,3,26180
25.7357974,R,AUS,177,350,Hard,I,29.50581793,R,FRA,23,2092,2009,2,26182
16.75017112,U,AUS,526,66,Hard,I,24.26009582,R,FRA,17,2740,2009,2,26183
24.39698836,R,UKR,34,1626,Hard,I,26.20670773,L,HUN,105,654,2009,2,26184
24.88706366,R,SWE,55,1076,Hard,I,31.51813826,R,ITA,54,1090,2009,2,26185
23.57289528,R,EST,26,2044,Hard,I,19.4770705,R,RUS,32,1672,2009,2,26186
21.28131417,R,ROU,47,1166,Hard,I,21.31416838,R,BUL,44,1216,2009,3,26188
33.50581793,R,JPN,29,1870,Hard,I,24.76933607,R,AUS,51,1160,2009,2,26190
17.01026694,R,AUS,581,50,Hard,I,21.9192334,L,CZE,61,1010,2009,2,26191
22.41204654,R,UKR,59,1028,Hard,I,19.43326489,R,BLR,16,2788,2009,2,26192
25.88090349,R,ITA,82,806,Hard,I,21.16632444,R,SRB,5,6912,2009,3,26193
26.09445585,R,FRA,95,720,Hard,I,29.50581793,R,FRA,23,2092,2009,3,26194
26.20670773,L,HUN,105,654,Hard,I,24.26009582,R,FRA,17,2740,2009,3,26195
19.41136208,R,KAZ,148,428,Hard,I,20.36960986,R,BLR,50,1160,2009,3,26197
21.31416838,R,BUL,44,1216,Hard,I,21.68925394,R,ITA,41,1352,2009,3,26198
31.51813826,R,ITA,54,1090,Hard,I,24.26009582,R,FRA,17,2740,2009,2,26200
21.9192334,L,CZE,61,1010,Hard,I,19.43326489,R,BLR,16,2788,2009,2,26201
21.68925394,R,ITA,41,1352,Hard,I,19.43326489,R,BLR,16,2788,2009,2,26202
19.38672142,R,TPE,73,872,Hard,I,27.22518823,R,RUS,4,7196,2009,2,26204
28.64065708,R,ESP,65,968,Hard,I,20.83504449,R,NZL,69,898,2009,2,26205
25.65366188,R,FRA,57,1064,Hard,I,22.7761807,R,CZE,74,866,2009,3,26206
23.90691307,R,CZE,81,810,Hard,I,21.68377823,R,ISR,39,1376,2009,2,26207
27.52361396,R,ITA,131,494,Hard,I,26.43394935,R,ESP,22,2172,2009,2,26208
26.29705681,R,GRE,152,414,Hard,I,21.81519507,R,FRA,97,706,2009,3,26209
29.87268994,R,FRA,67,926,Hard,I,20.3394935,R,ESP,46,1170,2009,2,26210
22.9705681,R,POL,63,998,Hard,I,18.82272416,R,JPN,83,784,2009,3,26211
20.25462012,R,SVK,58,1058,Hard,I,21.33059548,R,CAN,33,1630,2009,3,26212
21.17453799,R,RUS,68,916,Hard,I,19.70431212,R,CZE,40,1360,2009,3,26213
25.02395619,R,JPN,144,438,Hard,I,22.4312115,R,RUS,76,850,2009,2,26214
38.27241615,R,JPN,186,316,Hard,I,34.50787132,R,USA,64,974,2009,2,26215
28.75290897,R,ITA,172,358,Hard,I,18.48870637,R,DEN,12,3330,2009,2,26216
20.83504449,R,NZL,69,898,Hard,I,27.22518823,R,RUS,4,7196,2009,2,26217
22.7761807,R,CZE,74,866,Hard,I,21.68377823,R,ISR,39,1376,2009,3,26218
26.43394935,R,ESP,22,2172,Hard,I,24.07118412,R,ROU,75,864,2009,2,26219
17.51129363,R,RUS,43,1232,Hard,I,21.81519507,R,FRA,97,706,2009,2,26220
20.3394935,R,ESP,46,1170,Hard,I,25.30595483,R,GBR,60,1020,2009,2,26221
21.33059548,R,CAN,33,1630,Hard,I,18.82272416,R,JPN,83,784,2009,2,26222
34.50787132,R,USA,64,974,Hard,I,18.48870637,R,DEN,12,3330,2009,2,26224
18.82272416,R,JPN,83,784,Hard,I,25.30595483,R,GBR,60,1020,2009,3,26226
18.48870637,R,DEN,12,3330,Hard,I,22.4312115,R,RUS,76,850,2009,3,26227
21.81519507,R,FRA,97,706,Hard,I,27.22518823,R,RUS,4,7196,2009,2,26228
22.4312115,R,RUS,76,850,Hard,I,27.22518823,R,RUS,4,7196,2009,2,26229
21.70294319,R,ISR,40,1376,Hard,I,26.88021903,R,ITA,13,3240,2009,2,26230
22.4312115,R,UKR,58,1028,Hard,I,20.27378508,R,SVK,57,1058,2009,3,26231
21.34976044,R,CAN,33,1652,Hard,I,18.09993155,R,POL,127,514,2009,3,26232
20.85420945,R,NZL,68,926,Hard,I,25.52498289,R,CHN,24,2078,2009,3,26233
18.84462697,R,SUI,126,516,Hard,I,23.95071869,R,ARG,50,1162,2009,2,26234
19.72347707,R,CZE,51,1140,Hard,I,27.54277892,R,ITA,131,494,2009,2,26235
21.30047912,R,ROU,48,1166,Hard,I,24.41615332,R,UKR,34,1626,2009,3,26236
17.61806982,R,AUS,468,82,Hard,I,18.85010267,L,CZE,49,1164,2009,2,26237
20.03832991,R,HUN,25,2058,Hard,I,25.32511978,R,GBR,53,1130,2009,2,26240
30.0807666,L,SUI,15,3050,Hard,I,21.33333333,R,BUL,43,1216,2009,2,26243
26.88021903,R,ITA,13,3240,Hard,I,20.27378508,R,SVK,57,1058,2009,2,26244
25.52498289,R,CHN,24,2078,Hard,I,23.95071869,R,ARG,50,1162,2009,2,26245
24.41615332,R,UKR,34,1626,Hard,I,18.85010267,L,CZE,49,1164,2009,2,26246
20.35865845,R,ESP,44,1198,Hard,I,17.53045859,R,RUS,42,1260,2009,2,26247
25.32511978,R,GBR,53,1130,Hard,I,25.67282683,R,FRA,62,996,2009,3,26248
20.38877481,R,BLR,45,1190,Hard,I,21.33333333,R,BUL,43,1216,2009,2,26249
26.22587269,L,HUN,100,690,Hard,I,20.27378508,R,SVK,57,1058,2009,3,26250
17.53045859,R,RUS,42,1260,Hard,I,18.85010267,L,CZE,49,1164,2009,3,26251
21.33333333,R,BUL,43,1216,Hard,I,25.67282683,R,FRA,62,996,2009,2,26252
24.78850103,R,AUS,46,1188,Hard,P,27.29637235,R,USA,2,7732,2009,3,26254
23.91786448,L,AUS,55,1088,Hard,P,21.70841889,R,ITA,38,1442,2009,2,26255
19.68788501,R,SVK,19,2604,Hard,P,18.50787132,R,DEN,12,3330,2009,2,26256
20.59958932,L,RUS,47,1186,Hard,P,27.24435318,R,RUS,4,7326,2009,2,26257
28.7118412,L,AUT,26,2014,Hard,P,19.85489391,R,POL,10,4472,2009,2,26258
23.01163587,R,CHN,39,1410,Hard,P,23.54551677,R,RUS,8,5072,2009,3,26259
20.98562628,L,GER,99,696,Hard,P,23.59206023,R,EST,27,1904,2009,2,26260
34.52703628,R,USA,65,974,Hard,P,33.52498289,R,JPN,29,1870,2009,2,26261
22.19849418,R,BLR,101,666,Hard,P,26.45311431,R,ESP,23,2172,2009,3,26262
26.5982204,R,RUS,11,3882,Hard,P,18.97330595,R,FRA,16,2982,2009,2,26263
21.70841889,R,ITA,38,1442,Hard,P,27.29637235,R,USA,2,7732,2009,2,26266
22.69678303,R,GBR,110,610,Hard,P,18.50787132,R,DEN,12,3330,2009,2,26267
25.724846,R,SVK,21,2314,Hard,P,19.85489391,R,POL,10,4472,2009,2,26268
23.59206023,R,EST,27,1904,Hard,P,23.54551677,R,RUS,8,5072,2009,3,26269
26.45311431,R,ESP,23,2172,Hard,P,33.52498289,R,JPN,29,1870,2009,3,26270
19.49623546,R,RUS,32,1692,Hard,P,18.97330595,R,FRA,16,2982,2009,2,26271
22.2696783,R,RUS,86,772,Hard,P,22.71321013,R,RUS,3,7554,2009,2,26272
18.97330595,R,FRA,16,2982,Hard,P,22.71321013,R,RUS,3,7554,2009,2,26275
27.29637235,R,USA,2,7732,Hard,P,27.24435318,R,RUS,4,7326,2009,2,26276
33.52498289,R,JPN,29,1870,Hard,P,22.71321013,R,RUS,3,7554,2009,2,26277
22.71321013,R,RUS,3,7554,Hard,P,27.24435318,R,RUS,4,7326,2009,3,26278
18.92676249,L,CZE,43,1345,Carpet,P,24.29295003,R,CRO,145,428,2009,2,26279
19.80013689,R,CZE,71,865,Carpet,P,29.67282683,L,FRA,134,474,2009,2,26280
26.52977413,R,ESP,20,2332,Carpet,P,23.66872005,R,EST,23,2090,2009,3,26281
21.91101985,R,FRA,98,659,Carpet,P,27.321013,R,RUS,4,8166,2009,2,26282
25.74948665,R,FRA,57,966,Carpet,P,17.607118410000002,R,RUS,45,1295,2009,2,26283
18.84462697,R,ROU,38,1507,Carpet,P,29.96851472,R,FRA,58,936,2009,3,26284
24.49281314,R,UKR,31,1666,Carpet,P,30.15742642,L,SUI,16,3030,2009,2,26285
21.78507871,R,ITA,33,1618,Carpet,P,29.60164271,R,FRA,24,2062,2009,2,26286
21.40999316,R,BUL,46,1236,Carpet,P,19.57289528,R,RUS,27,1830,2009,2,26288
23.40862423,R,UKR,198,290,Carpet,P,19.93155373,R,POL,10,3867,2009,2,26289
18.82819986,U,LAT,195,294,Carpet,P,19.04996578,R,FRA,13,3192,2009,2,26290
20.67624914,L,RUS,53,1106,Carpet,P,25.80150582,R,SVK,39,1494,2009,2,26291
20.11498973,R,HUN,30,1681,Carpet,P,26.954141,R,CHN,28,1718,2009,2,26292
28.63244353,R,ITA,37,1529,Carpet,P,23.94798084,R,SRB,3,8580,2009,2,26293
24.29295003,R,CRO,145,428,Carpet,P,27.37303217,R,USA,1,9432,2009,2,26294
23.66872005,R,EST,23,2090,Carpet,P,29.67282683,L,FRA,134,474,2009,3,26295
30.15742642,L,SUI,16,3030,Carpet,P,29.96851472,R,FRA,58,936,2009,3,26297
19.57289528,R,RUS,27,1830,Carpet,P,19.93155373,R,POL,10,3867,2009,3,26299
25.80150582,R,SVK,39,1494,Carpet,P,19.04996578,R,FRA,13,3192,2009,3,26300
29.67282683,L,FRA,134,474,Carpet,P,27.37303217,R,USA,1,9432,2009,2,26302
29.96851472,R,FRA,58,936,Carpet,P,27.321013,R,RUS,4,8166,2009,2,26303
19.93155373,R,POL,10,3867,Carpet,P,29.60164271,R,FRA,24,2062,2009,2,26304
19.04996578,R,FRA,13,3192,Carpet,P,23.94798084,R,SRB,3,8580,2009,3,26305
23.94798084,R,SRB,3,8580,Carpet,P,29.60164271,R,FRA,24,2062,2009,3,26306
27.321013,R,RUS,4,8166,Carpet,P,29.60164271,R,FRA,24,2062,2009,3,26307
18.17932923,R,AUT,79,845,Hard,I,21.41273101,R,KAZ,99,647,2009,2,26309
27.61943874,R,ITA,129,527,Hard,I,23.08829569,R,CHN,35,1566,2009,3,26310
18.17659138,R,POL,120,558,Hard,I,28.78850103,L,AUT,26,1899,2009,3,26311
