loser_age,loser_hand,loser_ioc,loser_rank,loser_rank_points,surface,tourney_level,winner_age,winner_hand,winner_ioc,winner_rank,winner_rank_points,year,games,id
20.31759069,U,ROU,673,8,Grass,CC,26.13278576,U,AUS,302,57,2000,2,2320
22.53251198,U,RSA,NA,NA,Grass,CC,26.52977413,U,RSA,370,39,2000,2,2321
18.44490075,U,AUS,666,9,Grass,CC,17.73853525,U,AUS,720,7,2000,3,2322
26.13278576,U,AUS,302,57,Grass,CC,18.48049281,U,AUS,485,21,2000,3,2323
26.52977413,U,RSA,370,39,Grass,CC,18.48049281,U,AUS,485,21,2000,3,2325
20.54209446,U,AUT,549,15,Grass,CC,18.44490075,U,AUS,666,9,2000,2,2327
21.66187543,U,TPE,631,10,Grass,CC,17.5797399,R,AUS,NA,NA,2000,2,2328
17.87268994,R,AUS,377,37,Grass,CC,19.00068446,U,RSA,564,14,2000,2,2329
19.137577,L,NZL,327,51,Grass,CC,18.71321013,R,RSA,NA,NA,2000,2,2330
19.37577002,U,JPN,479,22,Grass,CC,25.77412731,U,JPN,422,28,2000,2,2331
23.3155373,U,AUS,598,12,Grass,CC,22.34907598,U,AUS,418,29,2000,2,2332
18.13552361,U,AUS,804,5,Grass,CC,26.52977413,U,RSA,370,39,2000,2,2333
19.21697467,U,AUS,542,16,Grass,CC,24.87063655,U,JPN,366,40,2000,2,2334
22.85284052,U,JPN,617,11,Grass,CC,19.72073922,R,JPN,525,18,2000,2,2335
18.05612594,U,POL,855,4,Grass,CC,22.53251198,U,RSA,NA,NA,2000,2,2336
19.14852841,R,AUS,557,15,Grass,CC,21.93292266,U,AUS,309,55,2000,2,2337
24.5065024,U,AUS,361,41,Grass,CC,23.78918549,U,NZL,517,18,2000,2,2338
20.31759069,U,ROU,673,8,Grass,CC,17.73853525,U,AUS,720,7,2000,3,2339
18.2696783,U,TPE,572,13,Grass,CC,21.83436003,U,AUT,468,23,2000,2,2340
17.5797399,R,AUS,NA,NA,Grass,CC,19.00068446,U,RSA,564,14,2000,2,2343
18.71321013,R,RSA,NA,NA,Grass,CC,25.77412731,U,JPN,422,28,2000,2,2344
26.52977413,U,RSA,370,39,Grass,CC,22.34907598,U,AUS,418,29,2000,2,2345
19.72073922,R,JPN,525,18,Grass,CC,24.87063655,U,JPN,366,40,2000,2,2346
22.53251198,U,RSA,NA,NA,Grass,CC,21.93292266,U,AUS,309,55,2000,2,2347
23.78918549,U,NZL,517,18,Grass,CC,17.73853525,U,AUS,720,7,2000,2,2348
21.83436003,U,AUT,468,23,Grass,CC,26.13278576,U,AUS,302,57,2000,3,2349
19.00068446,U,RSA,564,14,Grass,CC,18.44490075,U,AUS,666,9,2000,3,2350
22.34907598,U,AUS,418,29,Grass,CC,25.77412731,U,JPN,422,28,2000,2,2351
24.87063655,U,JPN,366,40,Grass,CC,21.93292266,U,AUS,309,55,2000,2,2352
26.13278576,U,AUS,302,57,Grass,CC,17.73853525,U,AUS,720,7,2000,3,2353
25.77412731,U,JPN,422,28,Grass,CC,18.44490075,U,AUS,666,9,2000,2,2354
21.93292266,U,AUS,309,55,Grass,CC,17.73853525,U,AUS,720,7,2000,2,2355
18.44490075,U,AUS,666,9,Grass,CC,17.73853525,U,AUS,720,7,2000,2,2356
20.54209446,U,AUT,549,15,Grass,CC,20.12867899,R,JPN,280,66,2000,2,2357
17.70841889,U,MKD,987,2,Grass,CC,17.87268994,R,AUS,377,37,2000,3,2358
19.14852841,R,AUS,557,15,Grass,CC,18.57357974,U,SRB,609,11,2000,3,2359
22.85284052,U,JPN,617,11,Grass,CC,26.52977413,U,RSA,370,39,2000,2,2360
21.66187543,U,TPE,631,10,Grass,CC,18.44490075,U,AUS,666,9,2000,2,2363
24.87063655,U,JPN,366,40,Grass,CC,19.00068446,U,RSA,564,14,2000,2,2364
17.70568104,U,RSA,793,5,Grass,CC,21.83436003,U,AUT,468,23,2000,2,2365
19.37577002,U,JPN,479,22,Grass,CC,18.2696783,U,TPE,572,13,2000,2,2366
19.72073922,R,JPN,525,18,Grass,CC,19.137577,L,NZL,327,51,2000,2,2368
23.78918549,U,NZL,517,18,Grass,CC,25.77412731,U,JPN,422,28,2000,2,2370
18.48049281,U,AUS,485,21,Grass,CC,22.34907598,U,AUS,418,29,2000,2,2371
19.21697467,U,AUS,542,16,Grass,CC,26.13278576,U,AUS,302,57,2000,2,2372
17.87268994,R,AUS,377,37,Grass,CC,20.12867899,R,JPN,280,66,2000,2,2373
18.57357974,U,SRB,609,11,Grass,CC,26.52977413,U,RSA,370,39,2000,2,2374
18.44490075,U,AUS,666,9,Grass,CC,19.00068446,U,RSA,564,14,2000,2,2376
17.73853525,U,AUS,720,7,Grass,CC,19.137577,L,NZL,327,51,2000,2,2378
24.5065024,U,AUS,361,41,Grass,CC,25.77412731,U,JPN,422,28,2000,2,2379
22.34907598,U,AUS,418,29,Grass,CC,26.13278576,U,AUS,302,57,2000,2,2380
26.52977413,U,RSA,370,39,Grass,CC,20.12867899,R,JPN,280,66,2000,3,2381
22.53251198,U,RSA,NA,NA,Grass,CC,19.00068446,U,RSA,564,14,2000,2,2382
25.77412731,U,JPN,422,28,Grass,CC,26.13278576,U,AUS,302,57,2000,2,2384
19.00068446,U,RSA,564,14,Grass,CC,20.12867899,R,JPN,280,66,2000,2,2385
19.137577,L,NZL,327,51,Grass,CC,26.13278576,U,AUS,302,57,2000,2,2386
24.23819302,R,ARG,43,785,Hard,O,24.27926078,R,USA,2,5414,2000,2,2388
25.19644079,R,CZE,37,834,Hard,O,25.00752909,R,PAR,82,402,2000,2,2389
23.16495551,R,AUT,59,584,Hard,O,25.49212868,R,ITA,60,558,2000,2,2390
25.2073922,R,JPN,26,1032,Hard,O,17.43737166,R,AUS,34,865,2000,2,2391
24.40246407,R,CAN,58,588,Hard,O,28.40793977,L,BEL,30,934,2000,2,2392
24.60232717,R,NED,89,358,Hard,O,26.32169747,R,VEN,94,340,2000,2,2393
23.10198494,R,CRO,152,177,Hard,O,24.92265572,R,LUX,36,835,2000,2,2394
22.66940452,R,HUN,116,265,Hard,O,28.42436687,R,ESP,6,2719,2000,2,2396
19.52087611,R,SLO,121,246,Hard,O,27.12936345,R,SVK,106,304,2000,2,2397
18.69678303,R,UZB,104,314,Hard,O,26.75701574,R,NED,65,478,2000,2,2398
22.46680356,R,SUI,107,301,Hard,O,18.92676249,R,RUS,17,1467,2000,2,2399
19.64134155,R,AUS,101,323,Hard,O,24.52566735,R,AUT,23,1131,2000,2,2400
29.42642026,R,BLR,72,450,Hard,O,17.34976044,R,ARG,210,114,2000,3,2401
23.21971253,R,ITA,42,789,Hard,O,30.02327173,R,FRA,20,1257,2000,2,2403
17.99863107,R,GRE,274,74,Hard,O,19.19780972,R,RUS,55,629,2000,2,2405
16.8843258,R,HAI,NA,NA,Hard,O,22.67761807,R,CRO,24,1096,2000,2,2407
27.90143737,R,ROU,44,776,Hard,O,27.54004107,R,AUS,54,645,2000,2,2409
29.27036277,L,ARG,78,412,Hard,O,28.02464066,R,NED,79,404,2000,2,2410
18.55989049,R,CHN,130,226,Hard,O,28.75290897,R,ESP,9,1996,2000,2,2412
20.8788501,R,BLR,64,489,Hard,O,22.12183436,R,AUT,68,466,2000,2,2413
24.22450376,R,JPN,75,426,Hard,O,30.0807666,R,BEL,85,387,2000,2,2414
21.2073922,R,FRA,15,1560,Hard,O,21.69746749,R,COL,39,813,2000,3,2415
19.39767283,R,INA,120,246,Hard,O,24.19438741,R,SUI,84,397,2000,2,2417
19.57837098,R,SLO,66,475,Hard,O,23.321013,R,THA,41,789,2000,2,2418
24.27926078,R,USA,2,5414,Hard,O,25.00752909,R,PAR,82,402,2000,1,2420
25.49212868,R,ITA,60,558,Hard,O,17.43737166,R,AUS,34,865,2000,3,2421
26.32169747,R,VEN,94,340,Hard,O,28.40793977,L,BEL,30,934,2000,2,2422
28.42436687,R,ESP,6,2719,Hard,O,27.12936345,R,SVK,106,304,2000,3,2424
26.75701574,R,NED,65,478,Hard,O,18.92676249,R,RUS,17,1467,2000,3,2425
17.34976044,R,ARG,210,114,Hard,O,24.52566735,R,AUT,23,1131,2000,2,2426
17.53045859,R,CZE,86,377,Hard,O,30.02327173,R,FRA,20,1257,2000,2,2427
19.19780972,R,RUS,55,629,Hard,O,27.30184805,R,BEL,14,1579,2000,2,2428
22.67761807,R,CRO,24,1096,Hard,O,28.39425051,R,ITA,57,603,2000,3,2429
27.54004107,R,AUS,54,645,Hard,O,21.574264199999998,R,FRA,21,1173,2000,2,2430
22.12183436,R,AUT,68,466,Hard,O,28.75290897,R,ESP,9,1996,2000,2,2432
30.0807666,R,BEL,85,387,Hard,O,21.69746749,R,COL,39,813,2000,2,2433
24.19438741,R,SUI,84,397,Hard,O,23.99178645,R,GER,76,422,2000,2,2434
23.321013,R,THA,41,789,Hard,O,20.25462012,R,USA,3,4336,2000,2,2435
25.00752909,R,PAR,82,402,Hard,O,17.43737166,R,AUS,34,865,2000,2,2436
28.40793977,L,BEL,30,934,Hard,O,28.90896646,R,RSA,12,1704,2000,2,2437
27.12936345,R,SVK,106,304,Hard,O,18.92676249,R,RUS,17,1467,2000,2,2438
30.02327173,R,FRA,20,1257,Hard,O,24.52566735,R,AUT,23,1131,2000,3,2439
28.39425051,R,ITA,57,603,Hard,O,27.30184805,R,BEL,14,1579,2000,2,2440
21.574264199999998,R,FRA,21,1173,Hard,O,26.79534565,L,USA,5,2985,2000,2,2441
23.99178645,R,GER,76,422,Hard,O,20.25462012,R,USA,3,4336,2000,2,2443
28.90896646,R,RSA,12,1704,Hard,O,17.43737166,R,AUS,34,865,2000,3,2444
24.52566735,R,AUT,23,1131,Hard,O,18.92676249,R,RUS,17,1467,2000,3,2445
28.75290897,R,ESP,9,1996,Hard,O,20.25462012,R,USA,3,4336,2000,3,2447
17.43737166,R,AUS,34,865,Hard,O,18.92676249,R,RUS,17,1467,2000,3,2448
26.79534565,L,USA,5,2985,Hard,O,20.25462012,R,USA,3,4336,2000,3,2449
18.92676249,R,RUS,17,1467,Hard,O,20.25462012,R,USA,3,4336,2000,2,2450
30.17659138,R,FRA,17,1436,Carpet,W,20.12046543,R,SUI,1,6050,2000,2,2451
28.15058179,R,USA,22,1202,Carpet,W,33.07597536,R,FRA,9,2088,2000,2,2452
25.18275154,R,RUS,21,1216,Carpet,W,28.57768652,R,ESP,5,2729,2000,3,2453
24.62696783,R,USA,13,1611,Carpet,W,19.43600274,R,RUS,10,1956,2000,2,2454
24.73648186,R,USA,11,1742,Carpet,W,29.06228611,R,RSA,12,1720,2000,2,2455
28.61327858,R,FRA,18,1414,Carpet,W,26.9486653,L,USA,4,2889,2000,2,2456
28.90622861,R,ESP,8,2132,Carpet,W,17.43463381,R,BEL,19,1258,2000,2,2457
24.43258042,R,USA,2,5567,Carpet,W,19.08008214,R,RUS,15,1502,2000,3,2458
33.07597536,R,FRA,9,2088,Carpet,W,20.12046543,R,SUI,1,6050,2000,3,2459
19.43600274,R,RUS,10,1956,Carpet,W,20.12046543,R,SUI,1,6050,2000,2,2463
19.08008214,R,RUS,15,1502,Carpet,W,26.9486653,L,USA,4,2889,2000,2,2464
26.9486653,L,USA,4,2889,Carpet,W,20.12046543,R,SUI,1,6050,2000,3,2465
26.17111567,R,CHN,96,319,Hard,D,24.82409309,R,JPN,22,1230,2000,2,2467
17.45379877,R,BEL,18,1398,Carpet,D,24.45174538,R,USA,2,5022,2000,3,2469
17.70294319,R,CZE,54,610,Carpet,D,28.92539357,R,ESP,9,2132,2000,3,2470
28.92539357,R,ESP,9,2132,Carpet,D,24.45174538,R,USA,2,5022,2000,3,2473
28.59685147,R,ESP,5,2795,Carpet,D,24.45174538,R,USA,2,5022,2000,2,2474
28.92539357,R,ESP,9,2132,Carpet,D,24.64613279,R,USA,14,1664,2000,3,2475
27.137577,R,AUS,48,643,Carpet,D,21.17180014,R,FRA,20,1255,2000,3,2476
28.05749487,R,FRA,11,1867,Carpet,D,17.0349076,R,AUS,38,786,2000,3,2477
27.137577,R,AUS,48,643,Carpet,D,24.62696783,R,RUS,16,1463,2000,2,2478
24.62696783,R,RUS,16,1463,Carpet,D,28.05749487,R,FRA,11,1867,2000,2,2480
24.28473648,R,BEL,104,292,Carpet,D,24.64613279,R,RUS,16,1463,2000,2,2482
18.89938398,R,RUS,13,1581,Carpet,D,16.89801506,R,BEL,29,954,2000,3,2483
27.137577,R,AUS,48,643,Carpet,D,24.26557153,R,BEL,104,292,2000,3,2486
18.71594798,U,CRC,NA,NA,Clay,D,17.29500342,NA,BOL,NA,NA,2000,3,2491
26.16016427,R,SLO,136,191,Clay,D,19.54277892,R,BLR,109,260,2000,2,2492
20.5338809,R,BLR,77,401,Clay,D,19.17590691,R,SLO,88,347,2000,3,2493
17.93566051,R,PUR,NA,NA,Clay,D,19.06913073,U,DOM,NA,NA,2000,2,2496
20.49007529,U,PUR,NA,NA,Clay,D,27.15400411,U,DOM,617,11,2000,2,2497
24.62696783,U,CHI,NA,NA,Clay,D,25.87542779,R,CAN,71,468,2000,2,2498
18.770705,U,CHI,NA,NA,Clay,D,29.09514031,R,CAN,105,286,2000,2,2499
14.49965777,NA,JAM,NA,NA,Clay,D,22.69404517,NA,PUR,NA,NA,2000,2,2502
16.7008898,NA,JAM,NA,NA,Clay,D,20.49007529,U,PUR,NA,NA,2000,2,2503
18.81177276,U,CUB,NA,NA,Clay,D,24.76933607,U,MEX,390,32,2000,2,2504
28.29295003,U,FIN,928,3,Clay,D,22.69130732,R,ISR,174,138,2000,2,2506
19.61122519,U,FIN,549,16,Clay,D,23.83025325,R,ISR,47,645,2000,2,2507
21.97672827,U,FIN,702,8,Clay,D,16.73648186,R,LUX,530,17,2000,2,2508
19.61122519,U,FIN,549,16,Clay,D,24.57768652,R,LUX,34,802,2000,3,2509
21.97672827,U,FIN,702,8,Clay,D,20.76659822,U,UKR,264,73,2000,2,2510
19.61122519,U,FIN,549,16,Clay,D,23.72895277,L,UKR,146,173,2000,2,2511
20.46269678,U,POL,292,62,Clay,D,20.5338809,R,BLR,77,401,2000,2,2513
27.07186858,R,ISR,161,153,Clay,D,16.73648186,R,LUX,530,17,2000,3,2514
24.57768652,R,LUX,34,802,Clay,D,23.83025325,R,ISR,47,645,2000,2,2515
19.14579055,U,ROU,358,38,Clay,D,19.54277892,R,BLR,109,260,2000,2,2517
19.54277892,R,BLR,109,260,Clay,D,25.7303217,R,HUN,131,200,2000,2,2518
20.5338809,R,BLR,77,401,Clay,D,22.25051335,L,HUN,72,462,2000,2,2519
19.06913073,U,DOM,NA,NA,Clay,D,16.91991786,U,ECU,NA,NA,2000,3,2520
15.96440794,U,MAR,NA,NA,Clay,D,21.34702259,R,BLR,118,237,2000,2,2522
15.59479808,U,LAT,NA,NA,Clay,D,24.35865845,U,RSA,302,57,2000,2,2524
23.49075975,U,LAT,890,3,Clay,D,21.88090349,R,RSA,164,147,2000,2,2525
25.02669405,R,PAR,268,72,Clay,D,20.76659822,U,MEX,275,68,2000,2,2527
20.76659822,U,UKR,264,73,Clay,D,16.73648186,R,LUX,530,17,2000,3,2528
23.72895277,L,UKR,146,173,Clay,D,24.57768652,R,LUX,34,802,2000,2,2529
22.20123203,U,MAR,NA,NA,Clay,D,16.03832991,R,POL,897,3,2000,2,2530
19.73716632,U,MAR,NA,NA,Clay,D,20.46269678,U,POL,292,62,2000,3,2531
22.20123203,U,MAR,NA,NA,Clay,D,17.24298426,U,ROU,413,29,2000,2,2532
19.73716632,U,MAR,NA,NA,Clay,D,19.14579055,U,ROU,358,38,2000,2,2533
15.96440794,U,MAR,NA,NA,Clay,D,19.92060233,L,SLO,249,76,2000,2,2534
19.73716632,U,MAR,NA,NA,Clay,D,18.57357974,U,SLO,202,107,2000,2,2535
15.32922656,U,ESA,NA,NA,Clay,D,16.3613963,U,BOL,NA,NA,2000,2,2536
17.10061602,U,ESA,NA,NA,Clay,D,21.34154689,U,BOL,NA,NA,2000,2,2537
17.29500342,NA,BOL,NA,NA,Clay,D,16.91991786,U,ECU,NA,NA,2000,2,2539
19.24709103,U,URU,602,12,Clay,D,24,R,CAN,84,368,2000,2,2540
19.37029432,U,URU,432,26,Clay,D,29.09514031,R,CAN,105,286,2000,2,2541
19.71526352,NA,PUR,NA,NA,Clay,D,16.3613963,U,BOL,NA,NA,2000,2,2542
17.93566051,R,PUR,NA,NA,Clay,D,17.29500342,NA,BOL,NA,NA,2000,3,2543
24,R,CAN,84,368,Clay,D,25.9192334,R,VEN,93,329,2000,2,2545
15.71252567,NA,PAN,NA,NA,Clay,D,22.29979466,U,ECU,NA,NA,2000,2,2546
17.10609172,NA,PAN,NA,NA,Clay,D,16.91991786,U,ECU,NA,NA,2000,2,2547
15.59479808,U,LAT,NA,NA,Clay,D,25.7303217,R,HUN,131,200,2000,2,2548
23.49075975,U,LAT,890,3,Clay,D,22.25051335,L,HUN,72,462,2000,2,2549
19.08008214,NA,BER,NA,NA,Clay,D,22.69404517,NA,PUR,NA,NA,2000,2,2550
29.16084873,R,RSA,92,330,Clay,D,22.25051335,L,HUN,72,462,2000,2,2553
29.16084873,R,RSA,92,330,Clay,D,20.99931554,U,GRE,568,14,2000,2,2557
19.08008214,NA,BER,NA,NA,Clay,D,16.71457906,U,GUA,NA,NA,2000,2,2558
16.06297057,NA,BER,NA,NA,Clay,D,19.22792608,NA,GUA,NA,NA,2000,2,2559
16.67077344,NA,PAN,NA,NA,Clay,D,19.08008214,NA,BER,NA,NA,2000,2,2562
16.06297057,NA,BER,NA,NA,Clay,D,17.10609172,NA,PAN,NA,NA,2000,3,2563
16.67077344,NA,PAN,NA,NA,Clay,D,15.17316906,NA,BAR,NA,NA,2000,2,2564
18.17111567,NA,BAR,NA,NA,Clay,D,17.10609172,NA,PAN,NA,NA,2000,2,2565
20.79945243,R,COL,192,115,Clay,D,16.94729637,R,ARG,397,30,2000,2,2566
21.29500342,R,COL,67,491,Clay,D,28.8678987,L,ARG,79,409,2000,3,2567
24.01916496,R,CAN,83,368,Clay,D,16.96646133,R,ARG,366,38,2000,2,2569
16.35865845,NA,JAM,NA,NA,Clay,D,16.06297057,NA,BER,NA,NA,2000,2,2571
15.90691307,NA,GUA,NA,NA,Clay,D,16.06570842,NA,TRI,NA,NA,2000,3,2572
19.22792608,NA,GUA,NA,NA,Clay,D,21.52224504,NA,TRI,NA,NA,2000,2,2573
16.71457906,U,GUA,NA,NA,Clay,D,22.69404517,NA,PUR,NA,NA,2000,2,2574
19.22792608,NA,GUA,NA,NA,Clay,D,20.49007529,U,PUR,NA,NA,2000,2,2575
16.7008898,NA,JAM,NA,NA,Clay,D,16.71457906,U,GUA,NA,NA,2000,2,2576
16.35865845,NA,JAM,NA,NA,Clay,D,19.22792608,NA,GUA,NA,NA,2000,2,2577
17.34154689,NA,ANT,NA,NA,Clay,D,17.10609172,NA,PAN,NA,NA,2000,2,2579
17.62628337,NA,ANT,NA,NA,Clay,D,14.49965777,NA,JAM,NA,NA,2000,2,2580
16.35865845,NA,JAM,NA,NA,Clay,D,17.34154689,NA,ANT,NA,NA,2000,2,2581
17.62628337,NA,ANT,NA,NA,Clay,D,16.91991786,U,ECU,NA,NA,2000,2,2582
17.62628337,NA,ANT,NA,NA,Clay,D,15.19233402,R,BAH,NA,NA,2000,2,2584
17.34154689,NA,ANT,NA,NA,Clay,D,16.12320329,R,BAH,NA,NA,2000,2,2585
24.76933607,U,MEX,390,32,Clay,D,16.94729637,R,ARG,397,30,2000,2,2586
20.76659822,U,MEX,275,68,Clay,D,28.8678987,L,ARG,79,409,2000,2,2587
16.06570842,NA,TRI,NA,NA,Clay,D,15.17316906,NA,BAR,NA,NA,2000,3,2588
18.17111567,NA,BAR,NA,NA,Clay,D,21.52224504,NA,TRI,NA,NA,2000,2,2589
15.85763176,R,PAR,NA,NA,Clay,D,16.94729637,R,ARG,397,30,2000,2,2590
25.02669405,R,PAR,268,72,Clay,D,28.8678987,L,ARG,79,409,2000,2,2591
27.07186858,R,ISR,161,153,Clay,D,18.23682409,R,GBR,368,36,2000,2,2592
22.31895962,R,GBR,124,205,Clay,D,23.83025325,R,ISR,47,645,2000,2,2593
18.23682409,R,GBR,368,36,Clay,D,16.73648186,R,LUX,530,17,2000,2,2594
22.31895962,R,GBR,124,205,Clay,D,24.57768652,R,LUX,34,802,2000,2,2595
21.69199179,U,BRA,273,69,Clay,D,19.56468172,R,VEN,183,126,2000,2,2596
19.24709103,U,URU,602,12,Clay,D,18.9431896,L,BRA,444,25,2000,2,2598
26.11362081,U,TUR,618,11,Clay,D,21.93566051,U,BUL,152,163,2000,2,2603
22.89664613,R,BUL,246,77,Clay,D,16.24366872,R,SWE,878,4,2000,3,2604
20.29568789,U,SWE,563,14,Clay,D,21.93566051,U,BUL,152,163,2000,3,2605
23.49075975,U,LAT,890,3,Clay,D,20.99931554,U,GRE,568,14,2000,2,2607
16.55030801,U,GRE,766,6,Clay,D,20.5065024,R,HUN,101,289,2000,2,2608
20.99931554,U,GRE,568,14,Clay,D,22.25051335,L,HUN,72,462,2000,2,2609
22.31895962,R,GBR,124,205,Clay,D,23.72895277,L,UKR,146,173,2000,2,2611
22.89664613,R,BUL,246,77,Clay,D,27.67967146,R,NED,87,347,2000,2,2612
21.93566051,U,BUL,152,163,Clay,D,24.25735797,R,NED,82,386,2000,2,2613
23.78918549,R,GER,248,78,Clay,D,22.83641342,R,ITA,55,600,2000,2,2614
28.0109514,R,ITA,42,712,Clay,D,25.4072553,R,GER,14,1535,2000,2,2615
16.06297057,NA,BER,NA,NA,Clay,D,18.71594798,U,CRC,NA,NA,2000,3,2617
16.95277207,NA,TUN,NA,NA,Clay,D,21.25667351,U,BIH,NA,NA,2000,2,2618
17.76591376,NA,TUN,NA,NA,Clay,D,20.14236824,U,BIH,674,8,2000,2,2619
18.72416153,NA,ISL,NA,NA,Clay,D,21.25667351,U,BIH,NA,NA,2000,3,2621
19.49897331,U,ISL,NA,NA,Clay,D,20.14236824,U,BIH,674,8,2000,2,2622
18.16016427,U,MDA,NA,NA,Clay,D,14.79534565,R,EST,NA,NA,2000,2,2623
18.15195072,R,EST,929,2,Clay,D,26.28062971,U,MDA,NA,NA,2000,2,2624
21.25667351,U,BIH,NA,NA,Clay,D,22.31895962,U,DEN,469,22,2000,2,2625
20.14236824,U,BIH,674,8,Clay,D,20.10677618,R,DEN,169,141,2000,2,2626
17.52498289,NA,LIE,NA,NA,Clay,D,20.10677618,R,DEN,169,141,2000,2,2628
24.47912389,NA,LES,NA,NA,Clay,D,18.15195072,R,EST,929,2,2000,2,2629
21.65913758,U,LES,NA,NA,Clay,D,19.44421629,U,EST,729,7,2000,2,2630
25.16632444,U,BOT,NA,NA,Clay,D,21.25667351,U,BIH,NA,NA,2000,2,2631
19.70978782,NA,BOT,NA,NA,Clay,D,20.14236824,U,BIH,674,8,2000,2,2632
21.44010951,U,ARM,NA,NA,Clay,D,23.96988364,U,LTU,NA,NA,2000,2,2633
17.52224504,U,LTU,NA,NA,Clay,D,24.26283368,NA,ARM,NA,NA,2000,2,2634
18.74058864,NA,MRI,NA,NA,Clay,D,21.13894593,U,IRL,362,40,2000,2,2635
24.02737851,NA,MRI,NA,NA,Clay,D,25.30321697,U,IRL,251,78,2000,2,2636
21.44010951,U,ARM,NA,NA,Clay,D,21.82067077,U,SCG,518,18,2000,2,2637
24.26283368,NA,ARM,NA,NA,Clay,D,24.13963039,U,SRB,287,62,2000,2,2638
23.19507187,NA,MLT,NA,NA,Clay,D,21.13894593,U,IRL,362,40,2000,2,2639
19.70978782,NA,MLT,NA,NA,Clay,D,25.30321697,U,IRL,251,78,2000,2,2640
17.78507871,U,MKD,898,3,Clay,D,21.13894593,U,IRL,362,40,2000,2,2641
19.18685832,NA,KEN,NA,NA,Clay,D,21.13894593,U,IRL,362,40,2000,2,2643
21.44010951,U,ARM,NA,NA,Clay,D,14.23134839,R,GEO,NA,NA,2000,2,2646
24.26283368,NA,ARM,NA,NA,Clay,D,17.29774127,R,GEO,423,27,2000,2,2647
21.44010951,U,ARM,NA,NA,Clay,D,17.7412731,U,EGY,NA,NA,2000,2,2648
21.68651608,U,EGY,953,2,Clay,D,24.26283368,NA,ARM,NA,NA,2000,2,2649
19.72073922,NA,CYP,NA,NA,Clay,D,14.96235455,NA,ARM,NA,NA,2000,2,2650
16.21629021,NA,ARM,NA,NA,Clay,D,15.22245038,NA,CYP,NA,NA,2000,4,2651
14.73511294,NA,CYP,NA,NA,Clay,D,22.65297741,U,SRB,519,18,2000,2,2653
15.22245038,NA,CYP,NA,NA,Clay,D,23.96988364,U,LTU,NA,NA,2000,2,2654
14.73511294,NA,CYP,NA,NA,Clay,D,17.52224504,U,LTU,NA,NA,2000,2,2655
14.73511294,NA,CYP,NA,NA,Clay,D,17.29774127,R,GEO,423,27,2000,2,2657
14.93497604,NA,ISL,NA,NA,Clay,D,22.31895962,U,DEN,469,22,2000,2,2660
19.71800137,U,ANG,669,9,Clay,D,20.30663929,U,ALG,NA,NA,2000,2,2662
16.41067762,R,ALG,929,2,Clay,D,21.51676934,U,POR,534,17,2000,3,2663
16.41067762,R,ALG,929,2,Clay,D,26.28062971,U,MDA,NA,NA,2000,2,2665
16.41067762,R,ALG,929,2,Clay,D,18.91581109,U,MAD,NA,NA,2000,2,2667
24.47912389,NA,LES,NA,NA,Clay,D,16.63518138,U,ALG,NA,NA,2000,3,2668
16.63518138,U,ALG,NA,NA,Clay,D,14.79534565,R,EST,NA,NA,2000,2,2669
16.41067762,R,ALG,929,2,Clay,D,18.15195072,R,EST,929,2,2000,2,2670
19.70978782,NA,BOT,NA,NA,Clay,D,19.57837098,U,DEN,NA,NA,2000,2,2673
18.74058864,NA,MRI,NA,NA,Clay,D,17.78507871,U,MKD,898,3,2000,2,2674
24.02737851,NA,MRI,NA,NA,Clay,D,21.66187543,U,MKD,404,30,2000,2,2675
19.70978782,NA,BOT,NA,NA,Clay,D,19.49897331,U,ISL,NA,NA,2000,4,2677
21.51676934,U,POR,534,17,Clay,D,26.28062971,U,MDA,NA,NA,2000,2,2679
14.37919233,NA,MAD,NA,NA,Clay,D,19.87132101,U,POR,838,4,2000,2,2680
18.91581109,U,MAD,NA,NA,Clay,D,21.51676934,U,POR,534,17,2000,2,2681
15.38124572,NA,MAD,NA,NA,Clay,D,18.16016427,U,MDA,NA,NA,2000,2,2682
20.93908282,NA,MAD,NA,NA,Clay,D,26.28062971,U,MDA,NA,NA,2000,4,2683
25.16632444,U,BOT,NA,NA,Clay,D,16.95277207,NA,TUN,NA,NA,2000,2,2684
19.70978782,NA,BOT,NA,NA,Clay,D,17.76591376,NA,TUN,NA,NA,2000,2,2685
23.19507187,NA,MLT,NA,NA,Clay,D,17.78507871,U,MKD,898,3,2000,3,2686
37.15811088,NA,MLT,NA,NA,Clay,D,21.66187543,U,MKD,404,30,2000,2,2687
15.22245038,NA,CYP,NA,NA,Clay,D,21.68651608,U,EGY,953,2,2000,3,2688
14.73511294,NA,CYP,NA,NA,Clay,D,16.74743326,R,EGY,855,4,2000,2,2689
25.16632444,U,BOT,NA,NA,Clay,D,19.90965092,NA,LIE,NA,NA,2000,2,2690
19.70978782,NA,BOT,NA,NA,Clay,D,17.52498289,NA,LIE,NA,NA,2000,2,2691
18.74058864,NA,MRI,NA,NA,Clay,D,23.19507187,NA,MLT,NA,NA,2000,2,2692
30.13826146,NA,MRI,NA,NA,Clay,D,37.15811088,NA,MLT,NA,NA,2000,2,2693
25.24845996,NA,KEN,NA,NA,Clay,D,31.67145791,NA,MLT,NA,NA,2000,2,2695
19.18685832,NA,KEN,NA,NA,Clay,D,17.78507871,U,MKD,898,3,2000,2,2696
25.24845996,NA,KEN,NA,NA,Clay,D,21.66187543,U,MKD,404,30,2000,2,2697
